University_Name_CN,University_Name_EN,University_Name_Local,City,URL,University_Abbr,University_Other_Name,Description_CN,Description_EN,Unit_CN,Unit_EN,Lon,Lat
科罗拉多大学丹佛分校,"University of Colorado, Denver",,Denver,https://clas.ucdenver.edu/academic-programs/geography-and-environmental-sciences,CU Denver,,地理和环境科学系提供GIS相关的研究生学位，包括应用地理和地理空间科学硕士和环境科学硕士。,The Geography and Environmental Sciences department offers GIS-related graduate degrees including MA in Applied Geography and Geospatial Science and MS in Environmental Science.,地理与环境科学系,Department of Geography and Environmental Sciences,-105.005,39.746
科罗拉多大学丹佛分校,"University of Colorado, Denver",,Denver,https://architectureandplanning.ucdenver.edu/,CU Denver,,建筑与规划学院还有一个MURP（城市和区域规划硕士）项目，以及一个博士项目。,"The Architecture and Planning College also has a MURP (Masters in Urban and Regional Planning) program, as well as a PhD in Geography, Planning, and Design.",建筑与规划学院,Architecture and Planning College,-105.005,39.746
科罗拉多矿业学校,Colorado School of Mines,,Golden,https://gis.mines.edu/,Mines,,科罗拉多矿业学校有跨学科的GIS & Geoinformatics硕士项目，该硕士为授课型工学硕士（ME），授课内容除了GIS本身的理论课程以外，还有GIS和流域治理、地质工程、采矿工程、地貌学、地球科学等相结合的应用课程。学生也可以在攻读该校的其他研究型研究生学位的同时攻读该项目。,"The Colorado School of Mines offers an interdisciplinary GIS & Geoinformatics master’s program. It is a class-based Master of Engineering (ME) degree program. In addition to GIS courses, required courses include GIS applications in watershed management, geological engineering, mining engineering, geomorphology, and earth sciences. Students can also enroll in this program while pursuing other research-based graduate degrees at CSM.","大学直属的跨学科项目
",The GIS & Geoinformatics Program,-105.224,39.748
阿拉斯加大学费尔班克斯分校,"University of Alaska, Fairbanks",,Fairbanks,https://www.uaf.edu/geosciences/,UAF,,"UAF的地球科学系有RS和GIS相关的科研项目，并可以授予MS和PhD学位。该系管理着阿拉斯加州最重要的三个GIS相关的基础设施：

阿拉斯加卫星图像中心：阿拉斯加州的卫星图像库

阿拉斯加地球物理研究所：管理阿拉斯加州及周边海域的物理数据

阿拉斯加地理信息网：提供实时的阿拉斯加空间地理信息数据

该系的GIS科研项目很多是基于这三个基础设施的。UAF是美国纬度最高的四年制大学，靠近北极圈，也临近环太平洋火山地震带，因为得天独厚的地缘优势，该系在GIS方面形成了全球独特的应用方向，即空间科学、空间分析、地理统计学、计量地理学等在极地环境、极地气候学、冰川地貌、火山学、极地海洋学等方面的应用。","The geosciences department at UAF offers MS and PhD degree which includes research projects in RS and GIS. The department hosts the 3 most important GIS-related cyberinfrastructures of Alaska:

Alaska Satellite Facility：The warehouse of Alaskan satellite images
Geophysical Institute of Alaska：The host of geophysical data in Alaska and its surronding oceans
Geographic Information Network of Alaska：Provider of real-time Alaskan spatial and geographic data
Many of GIS-related projects in the department are based on these three infrastructures. UAF is has the highest latitude among all four-year universities in the United States. It is close to the Arctic Circle and also close to the Pacific Rim volcanic zone. Because of its unique location, the department has formed unique research concentrations of GIS, the application of spatial science, geostatistics in polar environment and climate, glacial geomorphology, volcanology, and polar oceanography.",地球科学系,Department of Geosciences,-147.831,64.856
博伊西州立大学,Boise State University,,Boise,https://www.boisestate.edu/earth/,BSU,,博伊西州立大学是爱达荷州的一所公立研究型大学，也是NASA的合作院校，校内有宇航员培训中心。由于校园临近美国西部的荒野地区，博伊西州立拥有实力强劲的地球科学系，开展地质学、水文学、气候学、地球物理学和地理学等多个方向的研究，尤其以同位素地史学全美知名。地球科学系在近年开设了GIS相关方向的本科及研究生项目，其中研究生项目包括GIS Certificate、Master of Science、Master of Earth Science以及PhD。除了Certificate之外，别的项目的学生具体从事的研究工作和导师的方向有关。,"Boise State University (BSU) is a public research university in Idaho. It is a partner institution of NASA and there is an astronaut training center on campus. As the campus is close to the wilderness of the western United States, Boise State has a strong program in geosciences, offering research opportunities in geology, hydrology, climatology, geophysics, and geography. It is particularly well-known in the United States for its isotope geochronology projects. This department has started GIS-related undergraduate and postgraduate programs in recent years. The types of graduate programs include the GIS Certificate, Master of Science, Master of Earth Science, and PhD. Except for the Certificate, the themes of students’ research works are related to their advisors’ research interests.",地球科学系,Department of Geosciences,-116.203,43.603
旧金山州立大学,San Francisco State University,,San Francisco,https://geog.sfsu.edu/,SFSU,,旧金山州立大学是加州州立大学系统的23个分校之一。该校的地理和环境系开设Masters of Science in Geographic Information Science (MS in GISci) 学位项目，旨在培养能胜任地理空间信息研究和应用等领域的高级职位的行业领袖。授课的主要内容包括GIS、制图学、遥感、GPS和空间统计，以及相关软件的开发和应用。,The SFSU is one of the 23 campuses of the California State University system. It offers a MS in GIS under the Department of Geography and Environment. The university is also home to the Institute for Geographic Information Science.,地理和环境系,Department of Geography and the Environment,-122.482,37.724
长滩州立大学,California State University Long Beach,,NA,https://www.cpie.csulb.edu/,Long Beach State,CSULB,"加州州立大学长滩分校俗称长滩州立大学，是洛杉矶附近的一所公立大学，也是加州州立大学系统的23个分校之一。该校的职业和国际教育学院有Master of Science in Geographic Information Science 学位项目。该项目是一年制的授课型硕士，它的主要课程有Geospatial Professionalism, Applied GIS, Cartographic Visualization, Enterprise GIS Development, Programming for Geospatial Professionals以及Applied Remote Sensing等，另有研习课题。","California State University Long Beach (CSULB), also known as Long Beach State University, is a public university near Los Angeles and one of the 23 campuses of the California State University system. The university offers a M.S. in Geographic Information Science degree program under its College of Professional and International Education. This is a one-year course-based master’s degree. Its main courses include Geospatial Professionalism, Applied GIS, Cartographic Visualization, Enterprise GIS Development, Programming for Geospatial Professionals, and Applied Remote Sensing. There are also research projects.
",职业和国际教育学院,College of Professional and International Education,-118.2,33.784
加州州立大学北岭分校,California State University Northridge,,Northridge,https://www.csun.edu/social-behavioral-sciences/geography-environmental-studies,CSUN,,"加州州立大学北岭分校是加州州立大学系统的23个分校之一，位于洛杉矶市区北侧的北岭地区。该校的地理和环境研究系是美国规模最大的地理类院系之一，该系开设MA和MS两种硕士学位，其中MS主要是针对地理信息系统专业。这是一个授课型硕士，旨在培养GIS和技术型导向的地理行业从业者，其主要的课程包括Remote Sensing, Digital Cartography, WebGIS, Spatial Database和GIS Application等。MA的方向主要包括城市地理、区位地理和经济地理。入学条件包括获得学士学位，及3.0以上的本科GPA，其中最后两年的GPA不低于2.75。","California State University Northridge (CSUN) is one of the 23 campuses of the California State University system,. It is located in the Northridge area to the north of downtown Los Angeles. The Department of Geography and Environmental Studies at CSUN is one of the largest geography departments in the United States. The department offers two master’s degrees, namely MA and MS, of which MS is mainly for geographic information systems. This is a course-based master’s degree aimed at training students for GIS and tech-oriented careers in geography-related industries. Its main courses include Remote Sensing, Digital Cartography, WebGIS, Spatial Database, and GIS Application. The MA concentration mainly includes urban geography, regional geography, and economic geography. Entry requirements include holding a bachelor’s degree and an undergraduate GPA of 3.0 or higher, of which the GPA of the last two years should not be below 2.75.",地理和环境研究系,Department of Geography and Environmental Studies,-118.532,34.243
雷德兰兹大学,University of Redlands,,Redlands,https://www.redlands.edu/study/schools-and-centers/college-of-arts-and-sciences/geographic-information-systems/,Redlands,,雷德兰兹大学位于ESRI总部所在地雷德兰兹，它开设GIS的硕士学位，包括MS in GIS和MGIS两种，前者是针对本科刚毕业的同学，后者是针对已经有工作经验的同学。该系的授课老师不少都是来自ESRI的兼职讲师。,"The University of Redlands is located close to the headquarter of ESRI. It offers MA in GIS. The MS in GIS program is mainly for recent graduates who want to improve their skills in GIS, and the Masters of GIS (MGIS) is mainly for those who have already worked in the industry. Many instructors of the department are adjunct faculties working at ESRI.",地理信息科学系,Department of GIS,-117.165,34.063
加州州立大学圣伯纳迪诺分校,California State University San Bernardino,,San Bernardino,https://www.csusb.edu/chemistry-biochemistry,CSUSB,,CSUSB是加州州立大学系统的23个校区之一。CSUSB的化学与生物化学系提供环境科学硕士和地质学硕士（与地质科学系共同举办），会进行与GIS和遥感有关的培训和研究。该大学还有一个水资源研究所。,The CSUSB is one of the 23 campuses of the California State University system. The Department of Chemistry & Biochemistry at CSUSB offers a MS in Environmental Science and a MS in Geology (co-hosted with the geological science department) in which trainings and research related to GIS and remote sensing are conducted. The is also a research lab (Water Resources Institute) associated with this university where archives of GIS data and related studies are conducted.,化学与生物化学系,Department of Chemistry & Biochemistry,-117.3246,34.1821
加州州立大学圣伯纳迪诺分校,California State University San Bernardino,,San Bernardino,https://www.csusb.edu/geology,CSUSB,,,,地质科学系,Department of Geological Sciences,-117.3246,34.1821
夏威夷大学马诺阿分校,"University of Hawaii, Manoa",,Honolulu,https://geography.manoa.hawaii.edu/graduate/,UH Manoa,,夏威夷大学马诺阿分校有地理学的硕士和博士学位项目。该系有3个研究方向：自然地理学、人文地理学和地理信息系统。GIS研究涵盖地理信息学、遥感、无人机技术、GPS、空间数据科学、土地利用和计算机制图。,"University of Hawaii, Manoa is the flagship campus of the University of Hawaii system. It has MA and PhD degree programs in geography. There are 3 research concentrations in this department: physical geography, human geography, and GIS. The GIS theme covers geoinformatics, remote sensing, drone technology, GPS, spatial data science, land use, and computer cartography.",地理与环境系,Department of Geography and Environment,-157.814,21.3
查尔斯德鲁医科大学,Charles R. Drew University of Medicine and Science,,Willowbrook,http://medgis.cdrewu.edu/,CDU,,查尔斯-德鲁大学是位于大洛杉矶地区的一所历史悠久的黑人医学研究生院。CDMGIS提供医学地理学和健康地理信息系统方面的培训。它通过将该实验室的计算设施、空间数据库和常驻专家与查尔斯-德鲁大学、加州大学洛杉矶分校和美国国立卫生研究院的其他RCMI机构发生的其他研究和教学活动联系起来，促进跨学科合作。,"The Charles Drew University is a historically black graduate medical school in greater Los Angeles. Currently it offers undergraduate programs in public health and nursing. The CDMGIS provides trainings in medical geography and health GIS. It facilitates interdisciplinary collaboration by linking the computing facilities, spatial databases and the resident expertise at the this lab with other research and teaching activities occurring at Charles Drew University, UCLA and other RCMI institutions of NIH.",医学地理信息系统实验室,Medical Geographic Information Systems Laboratory (CDMGIS),-118.2428,33.9258
中央华盛顿大学,Central Washington University,,Ellensburg,http://www.cwu.edu/geography/,CWU,,CWU的地理系提供文化和环境资源管理的硕士学位，以及地理信息系统的证书类项目。,The geography department at CWU offers a MS in Cultural and Environmental Resource Management as well as a certificate in GIS.,地理系,Department of Geography,-120.5365,44.0073
圭尔夫大学,University of Guelph,,Guelph,https://geg.uoguelph.ca/,Guelph,,"圭尔夫大学位于加拿大安大略省圭尔夫市，是一所出色的综合类公立大学。

圭尔夫大学的地理系有MSc、MA和PhD途径的学位计划，其中MSc和PhD有地理信息学（geomatics）方向。MSc为2年制学位，需要参与科研并提交毕业论文，PhD为4年制学位，需要通过资格考试，并提交博士论文。原则上，申请PhD需要有硕士学位且硕士平均分在A-以上，但十分出色的本科生也会被考虑。本系的硕士毕业后有机会直接继续读博。

圭尔夫大学还拥有环境工程、科学以及城市规划院系，并提供PhD, MSc, MES, MEng, MASc, MPlan, MSc(Planning)学位，其中MEng和MES可选择Coursework and/or Major Research Project选项，以及MPlan可选择all-course option和MSc(Planning)可选择elective courses + a major research paper替代Thesis option。","The University of Guelph, located in Guelph, Ontario, Canada, is an outstanding comprehensive public university. The Department of Geography at the University of Guelph has degree programs in the MSc, MA and PhD pathways, with the MSc and PhD having a geomatics track. the MSc is a 2-year degree requiring participation in research and submission of a thesis, and the PhD is a 4-year degree requiring passing a qualifying exam and submission of a PhD thesis. In principle, a master’s degree with an A- or higher average in the master’s degree is required for the PhD, but very outstanding undergraduates will be considered. The Department has the opportunity to pursue a PhD directly after graduating with a Master’s degree.

The University of Guelph also has departments of Environmental Engineering, Science and Urban Planning, and offers PhD, MSc, MES, MEng, MASc, MPlan, MSc(Planning) degrees, with the Coursework and/or Major Research Project option for MEng and MES, and the MPlan. The all-course option is available and the MSc(Planning) option is available as an optional course + a major research paper instead of the Thesis option.",地理、环境和地理信息学系,"Department of Geography, Environment and Geomatics",-80.221,43.528
圭尔夫大学,University of Guelph,,Guelph,https://ses.uoguelph.ca/,Guelph,,,"Environmental Sciences: PhD, MSc, MES",环境科学学院,College of Environmental Sciences,-80.221,43.528
圭尔夫大学,University of Guelph,,Guelph,http://uoguelph.ca/engineering,Guelph,,,"Environmental Engineering: PhD, MEng, MASc",工程学院,College of Engineering,-80.221,43.528
圭尔夫大学,University of Guelph,,Guelph,https://www.uoguelph.ca/sedrd/landscape-architecture,Guelph,,,"Landscape Architecture: MLA
Rural Planning & Development: MPlan, MSc(Planning)
Rural Studies: PhD",环境设计与农村发展学院,Environmental Design and Rural Planning,-80.221,43.528
多伦多大学,University of Toronto ,,Toronto,https://geography.utoronto.ca/department/,UToronto,,"多伦多大学位于加拿大最大的城市多伦多，也是加拿大最大的公立大学，同时也拥有三个校区，分别为圣乔治校区、密西沙加校区和世家堡（斯卡尔堡）校区，其中圣乔治为主校区坐落于多伦多市中心。

多伦多大学地理和规划系是加拿大规模最大、成立时间最早的地理类院系之一。 该校的三个校区都有GIS的相关项目和导师，开设硕士和博士学位。科研方向包括计算机制图、空间统计、计量地理信息、遥感、地理建模等。多伦多大学三个校区也提供了地球科学、地质学方面的研究生学位。","The University of Toronto is located in Toronto, Canada’s largest city. It’s the largest public university in Canada. It has three campuses, namely St. George’s, Mississauga, and Scarborough, with St. George’s as the main campus located in downtown Toronto.

The Department of Geography and Planning at the University of Toronto is one of the largest and oldest geography departments in Canada. It has GIS-related programs and instructors at all three campuses, and offers master’s and doctoral degrees. Research directions at UToronto include computer mapping, spatial statistics, metric geographic information, remote sensing, and geographic modeling. The three campuses of the University of Toronto also offer graduate degrees in earth sciences and geology.",地理和规划系,Department of Geography and Planning,-79.395,43.661
多伦多大学,University of Toronto ,,Downtown Toronto,https://www.daniels.utoronto.ca/,UToronto,,,"Urban Design: MUD
 in UTSG",建筑景观与设计系,"John H. Daniels Faculty of Architecture, Landscape, and Design",-79.395,43.661
多伦多大学,University of Toronto ,,Toronto,https://www.es.utoronto.ca/,UToronto,,,"Earth Sciences:MA, MSc, and PhD
offered in three campuses",地球科学系,The Department of Earth Sciences,-79.395,43.661
多伦多大学,University of Toronto ,,Downtown Toronto,https://environment.utoronto.ca/about/,UToronto,,,Environment and Sustainability: MES in UTSG,环境系,Department of Environment,-79.395,43.661
多伦多大学,University of Toronto ,,Mississauga ,https://www.utm.utoronto.ca/imi/,UToronto,,,Urban Innovation: MUI in Mississauga,管理与创新研究系,Institute for Management & Innovation,-79.395,43.661
多伦多大学,University of Toronto ,,Scarborough,https://www.utsc.utoronto.ca/gradpes/,UToronto,,,"Environmental Science: MEnvSc, PhD
in Scarborough",物理与环境科学系,Department of Physical & Environmental Sciences,-79.395,43.661
布洛克大学,Brock University,,St. Catharines,https://brocku.ca/mathematics-science/earth-sciences/,Brock,,"布洛克大学于1964年建立，是位于加拿大安大略省圣凯瑟琳斯市南部的一所公立大学，布鲁克大学临近安大略湖畔，距离美加边界的旅游胜地尼亚加拉大瀑布仅十几分钟车程。

布洛克大学设立地理与旅游研究系，该系项目以旅游地理最为著名，其中包括通过GIS来研究旅游业，以及虚拟的网上旅游科技。研究生有MA项目，其中两年项目需要提交毕业论文并通过答辩，一年半项目以上课为主，并提交一份综合毕设作业报告。布洛克大学同时还设有地球科学系，在研究冰川和大湖地质研究方向出名，并提供MSc研究生学位。","Established in 1964, Brock University is a public university located south of St. Catharines, Ontario, Canada. Brock University is near the shores of Lake Ontario and just ten minutes from Niagara Falls, a tourist destination on the U.S.-Canada border.

Brock University has a Department of Geography and Tourism Studies, whose programs are best known for tourism geography, which includes the study of tourism through GIS, and virtual online tourism technology. Graduate students have an MA program, with a two-year program requiring a thesis to be submitted and defended, and a one-and-a-half-year program with classes and a comprehensive final project report. Brock also has a Department of Earth Sciences, known for its research in glacial and Great Lakes geology, and offers an MSc graduate degree.
",地球科学系,Department of Earth Sciences,-79.249,43.117
布洛克大学,Brock University,,St. Catharines,https://brocku.ca/social-sciences/geography/,Brock,,,,地理与旅游研究系,Department of Geography and Tourism Studies ,-79.249,43.117
滑铁卢大学,University of Waterloo ,,Waterloo,https://uwaterloo.ca/graduate-studies-academic-calendar/environment/department-geography-and-environmental-management,UWaterloo,,"滑铁卢大学坐落于安省滑铁卢市，距离多伦多市中心西南方向大约100公里。紧挨着另一所公立大学 “威尔弗里德·劳雷尔大学（Wilfrid Laurier University）”。滑铁卢大学是一所理工学科实力强劲的公立大学，同时与威尔弗里德·劳雷尔大学联合承办并拥有加拿大第三大的地理研究生院。

滑铁卢大学GIS相关的专业和老师主要分布在地理环境系，研究领域集中在人文地理、自然地理、测绘地理信息，气候变化，遥感和航空等，实力强劲。GIS相关硕博项目有MA/MSc/PhD in Geography。该系面向武汉大学，南京大学，中国地质大学等的资环、遥感、测绘学院开设本科生2+2联合培养项目。此外，滑铁卢大学规划学院、工程系和地球科学系也提供GIS地理相关的专业和导师。","The University of Waterloo is located in Waterloo, Ontario, about 100 km southwest of downtown Toronto. It is located next to the Wilfrid Laurier University, another public university. The University of Waterloo is a public university with strong science and engineering disciplines, and also hosts the third largest graduate school of geography in Canada which is operated jointly with Wilfrid Laurier University.

The University of Waterloo’s GIS-related majors are mainly in the Department of Geography and Environment. This department has strong research interests in human geography, physical geography, cartography, geographic information, climate change, remote sensing, and aviation. GIS-related master’s programs include MA/MSc/PhD in Geography. The department offers a 2+2 joint training program for undergraduate students. In addition, the University of Waterloo’s School of Planning, Department of Engineering, and Department of Geosciences also offer GIS geography-related majors and mentors.",地理与环境管理系,Department of Geography and Environmental Management,-80.555,43.477
滑铁卢大学,University of Waterloo ,,Waterloo,https://uwaterloo.ca/graduate-studies-academic-calendar/environment/school-planning,UWaterloo,,,"Planning: PhD, MA, MPlan
Environmental Studies in Planning: MES",规划学院,School of Planning,-80.555,43.477
滑铁卢大学,University of Waterloo ,,Waterloo,https://uwaterloo.ca/earth-environmental-sciences/graduate-students,UWaterloo,,,"Earth Sciences:PhD, MSc",地球与环境科学系,Department of Earth and Environmental Sciences,-80.555,43.477
约克大学,York University,,Toronto,https://euc.yorku.ca/,York,,"约克大学位于安大略省多伦多市北约克，是加拿大综合规模第三大的公立大学，其拥有舒立克（Schulich）商学院、奥斯古德 • 霍尔法学院（Osgoode Hall Law School）以及拉松德工学院 (Lassonde School of Engineering)等院系。约克大学拥有三个校区，包括基尔（Keele）校区为主校区、格伦登（Glendon）校区和目前正在建设的万锦中心（Markham Centre）校区。

约克大学地理系有比较广泛的地理科研覆盖面，其中包括geoinformatics等偏技术和应用的课题方向。具体来说，地理系研究生院有硕士班（MSc/MA）和博士班（PhD）两大类。硕士班顺利的情况是2年毕业，需要提交一篇毕业论文，或者在学术期刊上以第一作者的身份发表一篇论文亦可。博士班时长为4到5年，原则上需要已在知名大学获得地理学的硕士学位，且硕士综合业绩在B+以上，才能入选博士班，但如果有其他专业的硕士学位且成绩十分突出的同学也有机会入选。博士班的同学在第二年需要参加一次资格考试，考试内容是在地理系的各大科研方向里任选三个，考察同学的知识积累深度和广度。最终博士班的同学毕业前需要提交博士论文并通过答辩。","York University, located in North York, Toronto, Ontario, is the third largest public university in Canada, with faculties such as the Schulich School of Business, Osgoode Hall Law School, and the Lassonde School of Engineering. York has three campuses, including the main campus in Keele, the Glendon campus, and the Markham Centre campus, which is currently under construction.

The Department of Geography at York has a wide range of geographic research areas, including technical and applied topics such as geoinformatics. Specifically, the Department of Geography Graduate School has two categories: the Master’s program (MSc/MA) and the PhD program (PhD). The MSc program is a two-year program that requires a thesis or a first-authorship publication in an academic journal. The PhD program is 4 to 5 years long and in principle requires a master’s degree in geography from a reputable university with a B+ overall performance in the master’s program to be selected for the PhD program, but students who have a master’s degree in another field with outstanding results may also have the opportunity to be selected. Students in the PhD program are required to take a qualifying exam in their second year, which is based on three of the major research areas of the Department of Geography, and which examines the depth and breadth of knowledge accumulated by the students. Students in the final PhD program are required to submit and defend their PhD thesis before graduation.",环境与城市变化学院,Department of Environment and Urban Change,-79.503,43.769
约克大学,York University,,Toronto,https://esse.lassonde.yorku.ca/,York,,,"Earth and Space Science: PhD, MSc
Civil Engineering: PhD, MASc",拉松德工学院,Lassonde School of Engineering,-79.503,43.769
韦仕敦大学,Western University,,London,https://geoenvironment.uwo.ca/,UWO,,"韦仕敦大学是位于加拿大安大略省伦敦市的一所著名的公立大学，曾用名为西安大略大学（University of Western Ontario）。韦仕敦大学拥有悠久的学术历史并且该校有3所本科大学学院，每个学院均有不同的特色和历史。
韦仕敦大学的地理和环境系有四大方向，包括地理信息科学、城市研究、环境发展和健康、自然地理。其中，地理信息科学的研究内容有spatial modeling and visualization, cartography, database structures, pattern recognition以及applied GIS等。授予研究生学位包括MSc、MA和PhD。

韦仕敦大学的地球科学包括地质学和地球物理学两个方向，并授予研究生学位MSc和PhD。韦仕敦大学还拥有比较少见的地球与空间探索研究所并开设行星科学与探索科目，此外韦仕敦大学在环境工程也有提供相关的学位和科目。","Western University is a prestigious public university located in London, Ontario, Canada, and was previously known as the University of Western Ontario. The Department of Geography and Environment at this university has four major areas of study, including Geographic Information Science, Urban Studies, Environmental Development and Health, and Physical Geography. The GIS-related program includes topics in spatial modeling and visualization, cartography, database structures, pattern recognition, and applied GIS. It grants degrees of MSc, MA and PhD.",地理与环境系,Department of Geography and Environment,-81.274,43.006
韦仕敦大学,Western University,,London,https://www.uwo.ca/earth/,UWO,,,,地球科学系,Department of Earth Sciences,-81.274,43.006
韦仕敦大学,Western University,,London,https://cpsx.uwo.ca/,UWO,,,,地球与空间探索研究所,Institute for Earth and Space Exploration,-81.274,43.006
韦仕敦大学,Western University,,London,https://www.eng.uwo.ca/civil/,UWO,,,,土木与环境工程系,Department of Civil and Evnironmental Engineering,-81.274,43.006
麦克马斯特大学,McMaster University,,Hamilton,https://www.science.mcmaster.ca/ees/,McMaster,,"麦克马斯特大学简称麦马，是一所位于加拿大安大略省哈密尔顿市的历史悠久的公立大学，麦克马斯特大学距离多伦多市中心向西南大约60公里，在汉密尔顿市西北边。麦克马斯特大学是著名地理学家Goodchild的母校。空间分析是麦克马斯特大学的地球、环境和社会学院（EES，原地理和地球科学学院，2020年6月更名）的主要方向之一，科研内容和应用范围包括交通、城市、环境、植被变化、公共卫生等。

地球环境与社会学院也和Esri Canada有深度合作，在2014年成立了Esri Centre of Excellence，注重于研究如何将空间信息技术和ArcGIS类产品用新的形式应用到各个学科的教学和科研任务中。学院的研究生课程分为MA（文硕士）、MSc（理硕士）和PhD（博士）三种学位，其中MSc只授予地貌学、地球化学、水文地质学等方向，空间分析方向会获得MA学位。普通情况下，MA项目长度为2年，PhD为4到5年，拥有学士学位可以直接申报PhD项目。","McMaster University is a public university located in Hamilton, Ontario, Canada. McMaster University is in the northwest of the city of Hamilton, approximately 60 kilometers southwest of downtown Toronto. McMaster University is the alma mater of the famous geographer Michael Frank Goodchild. Spatial analysis is one of the main research directions of McMaster University’s School of Earth, Environment and Society (EES, formerly the School of Geography and Earth Sciences, renamed in June 2020), with scientific research and applications ranging from transportation, cities, environment, vegetation change, public health, etc.

The School of Earth, Environment & Society has a deep collaboration with Esri Canada. The Esri Centre of Excellence was founded in 2014, which focuses on how spatial information technology and ArcGIS products can be applied in new forms to teaching and research tasks in various disciplines. The graduate programs of the School are divided into three degrees: MA (Master of Arts), MSc (Master of Science) and PhD (Doctorate), where the MSc is awarded only in geomorphology, geochemistry and hydrogeology, and the MA will be awarded in spatial analysis. In general, the length of MA program is 2 years and PhD is 4 to 5 years, and you can declare PhD program directly with a bachelor’s degree.
",地球环境与社会学院,"School Of Earth, Environment & Society",-79.917,43.261
麦克马斯特大学,McMaster University,,Hamilton,https://www.eng.mcmaster.ca/civil,McMaster,,,,土木工程系,Department of Civil Engineering,-79.917,43.261
麦吉尔大学,McGill University,,Montreal,https://www.mcgill.ca/meteo/,McGill,,"麦吉尔大学位于加拿大魁北克省省会蒙特利尔市，是加拿大最古老、历史最悠久的公立大学，与多伦多大学和UBC并称为加拿大三大名校。蒙特利尔作为加拿大法语区城市，麦吉尔大学在该地是以英语为主要教学语言的大学。
麦吉尔大学还拥有其它4个GIS、地理和环境的相关系院，同时开设大气和海洋科学、地球与行星科学、城市规划和自然资源科学等研究生科目，并提供PhD、MSc、MA和M.U.P等研究生学位。","McGill University, located in Montreal, the capital of the Canadian province of Quebec, is the oldest and oldest public university in Canada, and is known as one of the top three universities in Canada, along with the University of Toronto and UBC. Montreal is a French-speaking Canadian city, and McGill is an English-speaking university in that part of the country.

The Department of Geography at McGill University offers three graduate degrees: MA, MSc and PhD, of which the MSc program requires four core courses in your field and one geography research methods course in the first year, and a master’s project in the remainder of the first year and the second year. The MA option offers the opportunity to form a custom interdisciplinary program with the Departments of Economics, Sociology, Anthropology and History, and Roger Tomlinson, the father of GIS, is an alumnus of the department. The Platial Analysis Lab focuses on spatial and behavior geography；the Roger Tomlinson Lab for GIScience focuses on geospatial big data and GeoAI.",大气与海洋科学系,Department of Atmospheric and Oceanic Sciences,-73.581,45.506
麦吉尔大学,McGill University,,Montreal,https://www.mcgill.ca/eps/,McGill,,,,地球与行星科学系,Department of Earth and Planetary Sciences,-73.581,45.506
麦吉尔大学,McGill University,,Montreal,https://www.mcgill.ca/geography/,McGill,,"
麦吉尔大学地理系开设MA、MSc和PhD三种研究生学位，其中MSc项目在第一年里需要上4门所在方向的核心课程，以及1门地理学科研方法课程，第一年剩余时间及第二年需要完成一个硕士课题。PhD项目在此基础上需要在第二年完成一次综合考试，之后继续完成博士课题。MA选项则有机会和经济系、社会学系、人类学系和历史系等院系自行组建跨学科的自定义专业项目。GIS之父Roger Tomlinson为该系校友。该系的Platial analysis Lab由教授Grant Makenzie创办，研究空间感知行为地理学；Roger Tomlinson Lab for GIScience主要研究geospatial big data以及GeoAI。",,地理系,Department of Geography,-73.581,45.506
麦吉尔大学,McGill University,,Montreal,https://www.mcgill.ca/urbanplanning/,McGill,,,,城市规划学院,School of urban Planning,-73.581,45.506
麦吉尔大学,McGill University,,Montreal,https://www.mcgill.ca/nrs/,McGill,,,,自然资源科学系,Department of Natural Resource Sciences,-73.581,45.506
